batch,handle,platform,name,niche,followers_approx,followers_observed,followers_source,profile_url,discovery_source,identity_check,identity_method,content_fit,content_fit_evidence,reach_floor,engagement_observed,activity_check,purchase_intent,exclusions_check,decision,notes,check_date,selector
5,@wanderingcreator_meghana,tiktok,Meghana,city-guides,44.4K,44.4K (live browser profile check 2026-09-16),https://www.tiktok.com/@wanderingcreator_meghana,https://www.tiktok.com/@wanderingcreator_meghana,desk,pass,"Meghana, UGC creator — individual (live browser 2026-09-16).",pass,"'10 best things to do in Miami, Florida' https://www.tiktok.com/@wanderingcreator_meghana/video/7636934698786114829 — TikTok oEmbed confirms authorship and guide content (numbered list: Design District, Millionaire's Row cruise, Ocean Drive...); published 2026-05-07 via video-ID timestamp decode (id>>32, deterministic, re-verifiable).",pass,unknown,pass,unknown,pass,include,"RECONSTRUCTED 2026-09-16: original selection row lost to a coordinator write error (partial write left 2 of 25 rows in staging/selection_batch5.csv). Restored from batch5.csv + staging/itineraries_batch5.json + live-browser verdicts (staging/browser_verdicts_tiktok.md) + oEmbed/video-ID re-verification 2026-09-16. Activity: latest post ≈2026-09-14 (live browser 2026-09-16, ID-decode cross-validated on-page).",2026-09-16,phase2
5,@vitortrip,tiktok,Vitor,travel-guides,25.7K,25.7K (live browser profile check 2026-09-16),https://www.tiktok.com/@vitortrip,https://www.tiktok.com/@vitortrip,desk,pass,"Vitor, Europe travel designer — individual (live browser 2026-09-16).",pass,"London 3-Day Itinerary (routes + prices + insider tips) https://www.tiktok.com/@vitortrip/photo/7600316183270722838 (published 2026-01-28) + Athens 2026: 3-Day Guide https://www.tiktok.com/@vitortrip/photo/7604583232327175446 (published 2026-02-08); dates via video-ID timestamp decode (id>>32, deterministic, re-verifiable); 3 items extracted per guide (high confidence).",pass,unknown,pass,unknown,pass,include,RECONSTRUCTED 2026-09-16: original selection row lost to a coordinator write error (partial write left 2 of 25 rows in staging/selection_batch5.csv). Restored from batch5.csv + staging/itineraries_batch5.json + live-browser verdicts (staging/browser_verdicts_tiktok.md) + oEmbed/video-ID re-verification 2026-09-16. Reach: 25.7K (live browser 2026-09-16). Activity check=pass per original desk verification; browser check 2026-09-16 did not re-verify activity — recorded honestly.,2026-09-16,phase2
5,@gokylahgo,tiktok,Kylah | Travel Creator,budget/micro-trip travel itineraries,52.6K,"52,600 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@gokylahgo,web research (TikTok travel-itinerary creators),pass,profile page: display name 'Kylah | Travel Creator' with solo first-person travel content,pass,"4-day Peru itinerary posted 2026-09-14 (Urlebird uploadDate 2026-09-14T23:37:01Z agrees with video ID 7685523563368942862 decode 2026-09-14): Day 1 Lima-Cusco-Sacred Valley; Day 2 Machu Picchu then back to Lima; Day 3 Lima center/food; Day 4 full-day desert excursion (~$100, tour link mentioned)",pass,"itinerary video: 1,533 plays / 161 likes / 20 shares (TikTok page stats, 2026-09-16)",pass,present (recommends/links a Machu Picchu day tour),pass,include,Base not independently established; content frames US/Midwest weekend travel. Lane widened re: North America base.,2026-09-16,batch5-replacement-worker
5,@lisarosanty,tiktok,Lisarosaa | California&Travel,California/US travel guides and itineraries,22.2K,"22,200 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@lisarosanty,web research (TikTok travel-itinerary creators),pass,profile page: Lisa; bio states California and shares practical travel guides,pass,3-day San Francisco itinerary video posted 2026-01-28 (TikTok createTime 1769567673 and video ID 7600235232914132244 decode 2026-01-28 agree): Day 1 Golden Gate Bridge viewpoints/Palace of Fine Arts/Fisherman's Wharf/Pier 39/Alcatraz or bay cruise; Day 2 cable car/Lombard Street/Chinatown/Ghirardelli Square/Twin Peaks; Day 3 Coit Tower/Ferry Building/Golden Gate Park/Painted Ladies/Mission District/Dolores Park,pass,"itinerary video: 33,600 plays / 1,840 likes / 391 shares (TikTok page stats, 2026-09-16)",pass,present (sells downloadable SF travel guide PDF; link in bio),pass,include,Bio states California.,2026-09-16,batch5-replacement-worker
5,@goingwithnicole,tiktok,Going With Nicole,itinerary inspiration / backpacking vlogs,15.0K,"15,000 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@goingwithnicole,web research (TikTok travel-itinerary creators),pass,"profile page: Nicole; bio states Minnesota, currently backpacking SE Asia",pass,"3-day San Francisco trip video posted 2024-10-08 (TikTok createTime 1728380262 and video ID 7423336321608944926 decode 2024-10-08 agree); caption states full 3-day plan, day-by-day detail presented in-video. Plus '5+ things to do in Kuching' guide posted 2026-09-16 (video ID 7686211027607866655 decode 2026-09-16).",pass,"SF itinerary video: 202,900 plays / 6,703 likes / 2,241 shares (TikTok page stats, 2026-09-16)",pass,unknown,pass,include,"Stop-level itinerary detail is in-video, not in caption text; extracted as medium-confidence with no item-level claims. Bio states Minnesota; currently in SE Asia.",2026-09-16,batch5-replacement-worker
5,@epicamerica_,tiktok,Erfan | Epic America,US road-trip / city travel,11.6K,"11,600 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@epicamerica_,web research (TikTok travel-itinerary creators),pass,"profile page: Erfan; bio 'USA through my windshield', West Coast living",pass,5-day Los Angeles itinerary video posted 2026-03-10 (TikTok createTime 1773160856 and video ID 7615667752472169759 decode 2026-03-10 agree): Day 1 Beverly Hills/Melrose; Day 2 Warner Bros/Griffith; Day 3 Hollywood icons; Day 4 DTLA; Day 5 Santa Monica/Venice,pass,"itinerary video: 350,300 plays / 22,700 likes / 4,125 shares (TikTok page stats, 2026-09-16)",pass,unknown,pass,include,Bio indicates US West Coast base.,2026-09-16,batch5-replacement-worker
5,@carissamonyce,tiktok,Carissamonyce | Travel Creator,travel creator,193.5K,"193,500 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@carissamonyce,web research (TikTok travel-itinerary creators),pass,profile page: Carissa; solo first-person travel creator,pass,3-day Washington DC spring itinerary posted 2026-05-08 (Urlebird uploadDate 2026-05-08T21:57:59Z agrees with video ID 7637628099324103950 decode 2026-05-08): Day 1 Arlo Hotel/Big Bus tour/Del Frisco's Double Eagle/ART Rooftop; Day 2 Busboys and Poets/NMAAHC + Sweet Home Cafe/City Cruises/Fish Shop; Day 3 Black Broadway walking tour,pass,"itinerary video: 156,800 plays / 18,900 likes / 4,883 shares (TikTok page stats, 2026-09-16)",pass,present (sponsored by @visitwashingtondc; hotel/tour tags),pass,include,"Collabstr lists her as Pensacola, Florida.",2026-09-16,batch5-replacement-worker
5,@lilmsawkward,tiktok,Alexa Moore | travel creator,cultural travel / African diaspora experiences,123.5K,"123,500 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@lilmsawkward,web research (TikTok travel-itinerary creators),pass,profile page: Alexa Moore; bio states DC-based travel creator,pass,"African diaspora cultural-experiences guide posted 2026-09-07 (Urlebird uploadDate 2026-09-07T17:03:52Z agrees with video ID 7682824671422647582 decode 2026-09-07): Garifuna Cultural Experience with Palmento Grove at Kalipuna Cultural Heritage Site (Hopkins, Belize); YourTourBrazil in Salvador de Bahia (Brazil); Paletur Minikusuto in San Basilio de Palenque",pass,"guide video: 3,068 plays / 574 likes / 30 shares (TikTok page stats, 2026-09-16)",pass,present (hotel/experience tags),pass,include,"Multi-destination guide, not a single day-by-day trip; recorded with days=null. Bio states DC.",2026-09-16,batch5-replacement-worker
5,@callmecandace.tv,tiktok,Call Me Candace,food and travel,691.5K,"691,500 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@callmecandace.tv,web research (TikTok travel-itinerary creators),pass,"profile page: Candace; bio food & travel, ATL/Chicago/NYC",pass,4-day El Salvador itinerary video posted 2025-03-09 (TikTok createTime 1741479347 and video ID 7479596735036181790 decode 2025-03-09 agree): Day 1 ATL-SAL flight/Hotel Finca Campo Bello; Day 2 Cafe Albania; Day 3 El Tazumal/Santa Teresa Hot Springs/Surf City Airbnb; Day 4 Nawi Beach House,pass,"itinerary video: 287,100 plays / 31,800 likes / 5,669 shares (TikTok page stats, 2026-09-16)",pass,present (Go City pass partner tag),pass,include,"Bio lists ATL, Chicago, NYC.",2026-09-16,batch5-replacement-worker
5,@twirlliketalia,tiktok,Talia | Travel & Lifestyle,travel guides / luxury hotels / food,96.4K,"96,400 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@twirlliketalia,web research (TikTok travel-itinerary creators),pass,profile page: Talia; own caption states San Diego-based travel blogger,pass,"1-day Chicago itinerary video posted 2026-02-02 (TikTok createTime 1770051684 and video ID 7602314024511999249 decode 2026-02-02 agree): Wrigley Building/Riverwalk, Buttercup, Millennium Park, Willis Tower, Pequod's, Hancock Observatory, Navy Pier, Milton Lee Olive Park, Tre Dita",pass,"itinerary video: 28,200 plays / 901 likes / 335 shares (TikTok page stats, 2026-09-16)",pass,present (Go City Chicago Pass partner tag),pass,include,"Own caption states based in San Diego, California.",2026-09-16,batch5-replacement-worker
5,@christian.the.creative,tiktok,christian.the.creative,cinematic travel films / national parks,89.2K,"89,200 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@christian.the.creative,web research (TikTok travel-itinerary creators),pass,profile page: Christian; bio states Los Angeles; solo filmmaker,pass,"4-day October Olympic National Park itinerary posted 2026-08-31 (Urlebird uploadDate 2026-08-31T20:01:54Z agrees with video ID 7680272896685575438 decode 2026-08-31): Day 1 Hurricane Ridge; Day 2 Lake Crescent/Marymere Falls/Sol Duc Falls; Day 3 Hoh rainforest trails; Day 4 Rialto Beach/Hole-in-the-Wall/Forks; stay Maitland Manor, Port Angeles",pass,"itinerary video: 2,579 plays / 87 likes / 9 shares (TikTok page stats, 2026-09-16)",pass,unknown,pass,include,Bio states Los Angeles.,2026-09-16,batch5-replacement-worker
5,@skylietravels,tiktok,skylietravels,solo budget travel,70.3K,"70,300 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@skylietravels,web research (TikTok travel-itinerary creators),pass,solo first-person travel creator ('I solo travel'),pass,"5-day Scotland itinerary posted 2026-09-15 (Urlebird uploadDate 2026-09-15T21:29:25Z agrees with video ID 7685861774561791263 decode 2026-09-15): Edinburgh to Isle of Skye, under $1,000; day-by-day detail presented in-video",pass,"itinerary video: 1,526 plays / 219 likes / 15 shares (TikTok page stats, 2026-09-16)",pass,unknown,pass,include,Base not independently established; North America lane widened for this row. Day-by-day detail is in-video; extracted as low-confidence with no item-level claims.,2026-09-16,batch5-replacement-worker
5,@detouristahq,tiktok,Detourista | travel creator,travel creator (Asia itineraries / promo codes),58.1K,"58,100 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@detouristahq,web research (TikTok travel-itinerary creators),pass,profile page: Marcos; solo first-person travel creator,pass,6-day Bangkok itinerary video posted 2026-03-17 (TikTok createTime 1773739380 and video ID 7618152560796486933 decode 2026-03-17 agree): Day 1 Bangkok Old City; Day 2 Siam/Mahanakhon/river cruise; Day 3 Ancient City/Chinatown; Day 4 Pattaya; Day 5 Ayutthaya; Day 6 floating/train markets; 2026 prices in THB throughout caption,pass,"itinerary video: 40,300 plays / 1,711 likes / 586 shares (TikTok page stats, 2026-09-16)",pass,present (Agoda/Klook promo codes in bio),pass,include,"Lane widened: creator appears Philippines-based (Tagalog content, PH share region, PH promo codes).",2026-09-16,batch5-replacement-worker
5,@jessmelu,tiktok,Jessmelu | Travel Creator,travel guides / city itineraries,538.7K,"538,700 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@jessmelu,web research (TikTok travel-itinerary creators),pass,profile page: display name 'Jessmelu | Travel Creator'; bio 'Travel Creator | Swiss girl'; solo first-person travel content,pass,"3-day Split, Croatia itinerary video posted 2025-05-18 (TikTok createTime 1747576298 and video ID 7505783025502932246 decode 2025-05-18 agree): Day 1 Split Old Town (Riva coffee, Diocletian's Palace & Peristyle, Old Town alleys, Marjan Hill sunset, konoba dinner); Day 2 island hopping (full-day speedboat tour, swim hidden coves around Brac, Pakleni Islands dip, Hvar lunch + old town & fortress); Day 3 Omis (Cetina River zipline, white-water rafting/canyoning, Omis Old Town + riverside lunch); hotel AC Hotel Split + Grayline Croatia tour mentioned",pass,"itinerary video: 1,000,000 plays / 65,100 likes / 13,100 shares / 1,198 comments (TikTok page stats, 2026-09-16)",pass,present (hotel tag: AC Hotel Split; tour mention: Grayline Croatia in itinerary caption),pass,include,Lane widened: bio states Swiss girl based in Dubai (UAE). Caption asserts copyright against reposts — not a repost account.,2026-09-16,batch5-replacement-worker2
5,@thoughtsofatraveller,tiktok,thoughtsofatraveller,Southeast Asia budget travel / itineraries,23.4K,"23,400 (TikTok profile, 2026-09-16)",TikTok profile page,https://www.tiktok.com/@thoughtsofatraveller,web research (TikTok travel-itinerary creators),pass,profile page: solo first-person travel creator; bio states 'South East Asia' with contact email for personalised itineraries,pass,5-day Chiang Mai itinerary video posted 2026-03-10 (Urlebird uploadDate 2026-03-10T17:26:32Z agrees with video ID 7615679617436978434 decode 2026-03-10): Old Town temples & Khao Soi spots; Chang Phuak night market street food; ethical elephant sanctuaries; Grand Canyon Water Park; Jing Jai Market & weekend markets; Baan Kang Wat art village; Doi Inthanon National Park day trip; Doi Saket temples & lakes; Sunday Night Market; Thai cooking class,pass,"itinerary video: 243,000 plays / 14,200 likes / 3,533 shares / 58 comments (TikTok page stats, 2026-09-16)",pass,present (personalised itinerary service via email + Chiang Mai Google Maps guide with 200+ pins linked in bio),pass,include,Lane widened: creator based in Southeast Asia (bio: 'South East Asia').,2026-09-16,batch5-replacement-worker2
6,@uktravel,tiktok,Aytan Abbasli,uk-travel,708.4K,"708,400 followers",TikTok video page JSON (fetched 2026-09-16),https://www.tiktok.com/@uktravel,prior browser-PASS carryover + urlebird profile mirror 2026-09-16,pass,"Urlebird profile shows individual creator 'Travelling in UK'; IG @aytanabbasli (250K) cross-ref; browser verdict 2026-09-16 PASS (Aytan Abbasli, individual)",pass,"Urlebird: Wales Day 1 (2026-09-04), Wales Day 2 (2026-09-07), Day 3 itinerary (2026-09-11), five-day Wales road trip (2026-09-14)",pass,unknown,pass,unknown,pass,include,Prior browser-PASS preserved. Structured Wales series verified via Urlebird slugs/dates. Activity latest 2026-09-16.,2026-09-16,stage1-worker
6,@nikitabathia,tiktok,Nikita,luxury-travel,68K,"68,000 followers",TikTok video page JSON (fetched 2026-09-16),https://www.tiktok.com/@nikitabathia,prior browser-PASS carryover + urlebird profile mirror 2026-09-16,pass,"Urlebird profile: 'Nikita | Luxury travel creator', London based travel & fashion creator",pass,Urlebird: Abu Dhabi travel guide + Day 1 itinerary posts (2026-07-07/08),pass,unknown,pass,unknown,pass,include,Prior browser-PASS preserved. Luxury hotel/travel guide content verified. Activity latest 2026-07-30.,2026-09-16,stage1-worker
6,@sandymakessense,tiktok,Sandy,travel-london,224.3K,"224,300 followers",TikTok video page JSON (fetched 2026-09-16),https://www.tiktok.com/@sandymakessense,prior browser-PASS carryover + urlebird profile mirror 2026-09-16,pass,"Urlebird profile: 'Sandy - Travel Stories & London', London based individual",pass,Urlebird: Palermo food guide (2026-08-05) plus other multi-stop destination guides,pass,unknown,pass,unknown,pass,include,Prior browser-PASS preserved. Multi-stop food/destination guides verified. Activity latest 2026-08-05.,2026-09-16,stage1-worker
6,@juliatraveltips,tiktok,Julia,itineraries-maps,21.8K,"21,800 followers",TikTok video page JSON (fetched 2026-09-16),https://www.tiktok.com/@juliatraveltips,prior browser-PASS carryover + urlebird profile mirror 2026-09-16,pass,"Urlebird profile: 'Julia | Travel', bio 'Itineraries & Maps below'; browser verdict 2026-09-16 PASS (Julia, itinerary/map creator, individual)",pass,Account positioned as itinerary/map creator (bio: Itineraries & Maps below); browser verdict 2026-09-16 content PASS,pass,unknown,pass,unknown,pass,include,Prior browser-PASS preserved. Itinerary/map creator positioning verified via bio. Activity latest 2026-08-26.,2026-09-16,stage1-worker
6,@thegingerwanderlust,tiktok,Ellie,uk-travel-blogger,113.5K,"113,500 followers",TikTok video page JSON (fetched 2026-09-16),https://www.tiktok.com/@thegingerwanderlust,prior browser-PASS carryover + creator-owned blog 2026-09-16,pass,"Creator-owned blog thegingerwanderlust.com; browser verdict 2026-09-16 PASS (Ellie, UK travel blogger, individual)",pass,"Creator-owned: Ultimate Norway road trip itinerary near Bergen, datePublished 2024-10-03; headings include Day 1 Bergen->Trolltunga and Day 2 Trolltunga hike",pass,unknown,pass,unknown,pass,include,Prior browser-PASS preserved. Norway day-by-day itinerary verified with published date. Activity latest ~2026-09-13.,2026-09-16,stage1-worker
6,@polkadotpassport,tiktok,Nicola,london-food-travel,236.1K,"236,100 followers",TikTok video page JSON (fetched 2026-09-16),https://www.tiktok.com/@polkadotpassport,prior browser-PASS carryover + urlebird profile mirror 2026-09-16,pass,"Urlebird profile: 'Nicola | Polkadot Passport', travel & food creator in London, UK; browser verdict 2026-09-16 PASS (Nicola, individual)",pass,"Browser verdict 2026-09-16 content PASS (travel & food guides, London-based creator)",pass,unknown,pass,unknown,pass,include,Prior browser-PASS preserved. Activity latest 2026-09-14.,2026-09-16,stage1-worker
6,@CandaceAbroad,tiktok,Candace,uk-europe-travel,93.4K,"93,400 followers",TikTok video page JSON (fetched 2026-09-16),https://www.tiktok.com/@CandaceAbroad,prior browser-PASS carryover + urlebird profile mirror 2026-09-16,pass,"Urlebird profile: 'Candace | London/UK & Europe', London/UK & Europe travel creator; browser verdict 2026-09-16 PASS (Candace, individual)",pass,Urlebird: exact structured post save my exact 3-day Kuala Lumpur itinerary (2026-08-02),pass,unknown,pass,unknown,pass,include,Prior browser-PASS preserved. Exact 3-day KL itinerary verified with Urlebird date. Activity latest 2026-09-13.,2026-09-16,stage1-worker
